dataset,elec,z,t,p,q,elec_idx
Talia,TP8,-0.33248666666666654,-1.6139992603859339,0.1288332400237784,0.7408032129841271,52
Talia,CP6,-0.32325333333333334,-1.1502332781311493,0.2693169497336775,0.7408032129841271,53
Talia,CP4,-0.2737266666666667,-0.9307035802620607,0.3677787799437336,0.7785966791884708,54
Talia,CP2,0.037640000000000014,0.17262336503641987,0.8654181979849077,0.9053605763534419,55
Talia,P2,-0.19848000000000002,-0.8226286103533546,0.42450964891213444,0.8213444282720886,56
Talia,P4,-0.45552,-1.6269883851604356,0.12602891860418391,0.7408032129841271,57
Talia,P6,-0.05977333333333331,-0.202205967381124,0.8426646130142993,0.9053605763534419,58
Talia,P8,0.11273333333333332,0.47063024940819737,0.6451532096444325,0.8218476236601373,59
Talia,P10,0.09661999999999997,0.3309408512780113,0.7455903076979075,0.8741403607492708,60
Talia,PO8,0.21243333333333334,0.6928129163368407,0.49975902138536027,0.8218476236601373,61
Talia,PO4,-0.08402666666666667,-0.2758937980178237,0.7866603087460265,0.8903811245389751,62
Talia,O2,0.14156666666666667,0.4710836872761156,0.6448373227408256,0.8218476236601373,63
Talia,PO9,-0.00534666666666667,-0.018105957098887973,0.9858098357711622,0.9858098357711623,64
Talia,I1,0.2731666666666666,1.2998489337922803,0.21464796438209863,0.7408032129841271,65
Talia,I2,-0.13939333333333334,-0.5431488288075903,0.5955699884269212,0.8218476236601373,66
Talia,PO10,0.33887999999999996,1.6992955098187674,0.11136478331310383,0.7408032129841271,67
