dataset,subject,elec_idx,elec,z,p
Angelique,S11,16,CP5,2.3068,0.00781
Angelique,S11,17,CP3,1.5066,0.07031
Angelique,S11,18,CP1,-1.2365,0.88281
Angelique,S11,19,P1,-0.7147,0.72656
Angelique,S11,20,P3,0.8742,0.17969
Angelique,S11,21,P5,1.787,0.03906
Angelique,S11,22,P7,0.2132,0.42969
Angelique,S11,23,P9,-0.9171,0.80469
Angelique,S11,24,PO7,1.5901,0.05469
Angelique,S11,25,PO3,-0.7771,0.63281
Angelique,S11,26,O1,1.2397,0.08594
Angelique,S11,27,Iz,-1.1888,0.85156
Angelique,S11,28,Oz,-0.7478,0.78906
Angelique,S11,29,POz,0.4538,0.36719
Angelique,S11,30,Pz,-0.4293,0.63281
Angelique,S11,31,CPz,-1.217,0.86719
Angelique,S11,32,Fpz,-0.8951,0.64844
Angelique,S11,33,Fp2,0.4491,0.33594
Angelique,S11,34,AF8,-1.305,0.86719
Angelique,S11,35,AF4,-0.7433,0.75781
Angelique,S11,36,AFz,-1.0709,0.80469
Angelique,S11,37,Fz,-1.0932,0.86719
Angelique,S11,38,F2,-1.5764,0.92969
