dataset,subject,elec_idx,elec,z,p
Angelique,S10,59,P8,1.0312,0.16406
Angelique,S10,60,P10,0.913,0.17969
Angelique,S10,61,PO8,-0.14,0.57031
Angelique,S10,62,PO4,0.2055,0.38281
Angelique,S10,63,O2,1.3137,0.13281
Angelique,S10,64,PO9,-1.2484,0.92969
Angelique,S10,65,I1,-0.5276,0.64844
Angelique,S10,66,I2,-1.0858,0.80469
Angelique,S10,67,PO10,-0.6282,0.63281
Angelique,S11,0,Fp1,-0.1456,0.50781
Angelique,S11,1,AF7,1.2008,0.11719
Angelique,S11,2,AF3,0.761,0.41406
Angelique,S11,3,F1,0.3133,0.39844
Angelique,S11,4,F3,0.1214,0.42969
Angelique,S11,5,F5,-0.0487,0.50781
Angelique,S11,6,F7,1.4808,0.05469
Angelique,S11,7,FT7,1.3478,0.19531
Angelique,S11,8,FC5,0.1819,0.46094
Angelique,S11,9,FC3,0.8243,0.27344
Angelique,S11,10,FC1,0.4775,0.44531
Angelique,S11,11,C1,1.0511,0.14844
Angelique,S11,12,C3,0.1916,0.30469
Angelique,S11,13,C5,-0.915,0.53906
Angelique,S11,14,T7,0.7355,0.24219
Angelique,S11,15,TP7,-0.5739,0.50781
Angelique,S11,16,CP5,-0.4901,0.63281
Angelique,S11,17,CP3,1.9694,0.00781
Angelique,S11,18,CP1,0.9544,0.25781
Angelique,S11,19,P1,1.2014,0.11719
Angelique,S11,20,P3,1.2474,0.11719
Angelique,S11,21,P5,-0.6981,0.61719
Angelique,S11,22,P7,0.9655,0.21094
Angelique,S11,23,P9,-1.0759,0.82031
Angelique,S11,24,PO7,-0.3823,0.57031
Angelique,S11,25,PO3,0.36,0.35156
Angelique,S11,26,O1,1.045,0.16406
Angelique,S11,27,Iz,-0.9245,0.64844
Angelique,S11,28,Oz,1.6736,0.03906
Angelique,S11,29,POz,1.6499,0.03906
Angelique,S11,30,Pz,1.0536,0.17969
Angelique,S11,31,CPz,0.3426,0.46094
Angelique,S11,32,Fpz,0.8579,0.14844
Angelique,S11,33,Fp2,1.1045,0.14844
Angelique,S11,34,AF8,0.9397,0.27344
Angelique,S11,35,AF4,0.6643,0.38281
Angelique,S11,36,AFz,0.5007,0.42969
Angelique,S11,37,Fz,0.6922,0.32031
