dataset,subject,elec_idx,elec,z,p
Angelique,S10,60,P10,-1.2391,0.85156
Angelique,S10,61,PO8,0.7843,0.22656
Angelique,S10,62,PO4,1.1413,0.14844
Angelique,S10,63,O2,1.7666,0.03906
Angelique,S10,64,PO9,1.8982,0.02344
Angelique,S10,65,I1,1.6097,0.05469
Angelique,S10,66,I2,-0.6104,0.71094
Angelique,S10,67,PO10,-0.3102,0.60156
Angelique,S11,0,Fp1,1.6387,0.03906
Angelique,S11,1,AF7,0.8873,0.22656
Angelique,S11,2,AF3,-1.0665,0.83594
Angelique,S11,3,F1,-1.8371,0.99219
Angelique,S11,4,F3,-1.8877,0.99219
Angelique,S11,5,F5,-0.9843,0.78906
Angelique,S11,6,F7,0.4543,0.32031
Angelique,S11,7,FT7,1.6416,0.05469
Angelique,S11,8,FC5,-0.4675,0.71094
Angelique,S11,9,FC3,-1.6654,0.96094
Angelique,S11,10,FC1,-1.6712,0.99219
Angelique,S11,11,C1,-1.2549,0.85156
Angelique,S11,12,C3,-0.5979,0.64844
Angelique,S11,13,C5,0.4113,0.46094
Angelique,S11,14,T7,0.2823,0.41406
Angelique,S11,15,TP7,0.3896,0.33594
Angelique,S11,16,CP5,0.2576,0.39844
Angelique,S11,17,CP3,-0.019,0.52344
Angelique,S11,18,CP1,-0.6574,0.74219
Angelique,S11,19,P1,-0.7117,0.72656
Angelique,S11,20,P3,1.2806,0.10156
Angelique,S11,21,P5,0.7809,0.24219
Angelique,S11,22,P7,0.0606,0.47656
Angelique,S11,23,P9,-0.7196,0.72656
Angelique,S11,24,PO7,0.5384,0.32031
Angelique,S11,25,PO3,-0.1464,0.57031
Angelique,S11,26,O1,-0.7695,0.72656
Angelique,S11,27,Iz,-1.9148,0.97656
Angelique,S11,28,Oz,-1.8596,0.97656
Angelique,S11,29,POz,-0.0489,0.50781
Angelique,S11,30,Pz,-0.5211,0.67969
Angelique,S11,31,CPz,-0.0799,0.53906
Angelique,S11,32,Fpz,1.0729,0.14844
Angelique,S11,33,Fp2,1.1071,0.14844
Angelique,S11,34,AF8,0.0123,0.49219
Angelique,S11,35,AF4,-0.7746,0.74219
