dataset,subject,elec_idx,elec,z,p
Angelique,S10,55,CP2,0.112,0.46094
Angelique,S10,56,P2,-0.6562,0.58594
Angelique,S10,57,P4,1.5104,0.10156
Angelique,S10,58,P6,0.8904,0.19531
Angelique,S10,59,P8,0.8305,0.30469
Angelique,S10,60,P10,-1.3668,0.88281
Angelique,S10,61,PO8,1.7084,0.02344
Angelique,S10,62,PO4,1.5641,0.02344
Angelique,S10,63,O2,0.0859,0.47656
Angelique,S10,64,PO9,1.2766,0.08594
Angelique,S10,65,I1,1.0321,0.21094
Angelique,S10,66,I2,0.504,0.32031
Angelique,S10,67,PO10,-0.0181,0.50781
Angelique,S11,0,Fp1,-2.0007,0.97656
Angelique,S11,1,AF7,-0.8197,0.74219
Angelique,S11,2,AF3,-0.5604,0.66406
Angelique,S11,3,F1,-1.385,0.89844
Angelique,S11,4,F3,-1.6497,0.97656
Angelique,S11,5,F5,0.9039,0.25781
Angelique,S11,6,F7,-1.1821,0.89844
Angelique,S11,7,FT7,0.0878,0.44531
Angelique,S11,8,FC5,0.053,0.46094
Angelique,S11,9,FC3,-0.3025,0.60156
Angelique,S11,10,FC1,-1.1688,0.85156
Angelique,S11,11,C1,-1.4992,0.91406
Angelique,S11,12,C3,0.9931,0.13281
Angelique,S11,13,C5,1.8249,0.00781
Angelique,S11,14,T7,2.1585,0.00781
Angelique,S11,15,TP7,0.3449,0.36719
Angelique,S11,16,CP5,0.9479,0.17969
Angelique,S11,17,CP3,0.8214,0.27344
Angelique,S11,18,CP1,-1.9128,0.97656
Angelique,S11,19,P1,-1.2486,0.88281
Angelique,S11,20,P3,-0.2529,0.58594
Angelique,S11,21,P5,0.6181,0.30469
Angelique,S11,22,P7,0.3492,0.39844
Angelique,S11,23,P9,0.7105,0.30469
Angelique,S11,24,PO7,0.5233,0.33594
Angelique,S11,25,PO3,-1.2284,0.91406
Angelique,S11,26,O1,-1.5217,0.94531
Angelique,S11,27,Iz,-1.1097,0.85156
Angelique,S11,28,Oz,-1.5245,0.92969
Angelique,S11,29,POz,-1.8397,0.96094
Angelique,S11,30,Pz,-1.4322,0.92969
Angelique,S11,31,CPz,-1.6082,0.91406
Angelique,S11,32,Fpz,-1.2066,0.85156
Angelique,S11,33,Fp2,-0.7906,0.77344
Angelique,S11,34,AF8,-0.4838,0.67969
