dataset,subject,boost,tdca_z,tdca_p,a1_z,a1_p,roi_z,roi_p,loc_hit,loc_z
Angelique,S19,0.2,2.3070910822870148,0.015625,1.7157546481664623,0.015625,1.0096481558560968,0.1640625,False,0.4601724181900865
Angelique,S21,0.2,2.2572540727881765,0.015625,2.0936606515373377,0.015625,1.802339845755583,0.0234375,False,0.8346986262808345
Angelique,S22,0.2,-0.3201746911178431,0.640625,1.2741812273142237,0.109375,1.5616838074882102,0.0703125,False,0.5859628251114991
Angelique,S23,0.2,0.4425706255567868,0.296875,1.1208879046932236,0.140625,0.11140337353911174,0.4453125,False,1.509265833193467
Angelique,S24,0.2,1.3478108420952195,0.140625,1.6116299436807584,0.046875,0.8030036474535447,0.2265625,False,-0.13104804458758393
Angelique,S25,0.2,1.2597557942235187,0.109375,1.225685928286,0.046875,0.17435295398472742,0.4140625,True,1.9292355775164498
Angelique,S26,0.2,1.3002995603492953,0.109375,-0.1416038534025897,0.609375,-0.21881470923899846,0.6015625,False,-1.5493817438481579
Angelique,S27,0.2,1.0815265549151114,0.109375,2.6619102460005353,0.015625,0.9078847397296305,0.2265625,True,1.9688366534500599
Angelique,S28,0.2,0.06356194762537942,0.453125,0.30145861263871937,0.453125,0.7793122422536777,0.2421875,False,1.4101740010430779
Angelique,S29,0.2,0.5962746521034601,0.265625,1.0657116075981863,0.171875,1.362304613050011,0.1171875,True,1.7815312282859066
Angelique,S31,0.2,1.0580165932184424,0.171875,1.876823500596865,0.015625,1.5593228277824018,0.0390625,True,2.3010678491364303
Angelique,S32,0.2,1.3128155873228988,0.109375,1.875062388876633,0.015625,1.0162782633299738,0.1640625,False,0.8470014092047774
Angelique,S33,0.2,0.4018885618955414,0.265625,0.5088943371686124,0.265625,0.3485958776230227,0.3359375,False,-0.3698582390878945
Angelique,S34,0.2,1.592169999998143,0.078125,1.2160936797395325,0.140625,0.5516329349456892,0.3671875,False,-1.1807285260324372
Angelique,S35,0.2,0.3970689443495462,0.390625,0.6661674120009881,0.265625,1.3872414689416754,0.1171875,False,0.16439474795944403
