dataset,subject,modality,font,delta_snr,mean_par_snr,mean_ctrl_snr,delta_erp,mean_par_erp,mean_ctrl_erp
Talia,S03,Dig,1F,-0.33660332361857104,0.8499940633773804,1.1865973869959514,0.06452061732610065,0.5335753361384074,0.4690547188123067
Talia,S03,Dig,20F/HD,-0.6020509998003641,0.8884334365526835,1.4904844363530476,-0.160899559656779,0.4224509398142497,0.5833504994710287
Talia,S04,Dig,10F/M,-0.27263365189234423,1.209913392861684,1.4825470447540283,-0.029265989859898867,0.4606543183326721,0.489920308192571
Talia,S04,Dig,10F/S,-0.5721083084742229,1.5452964703241985,2.1174047787984214,-0.039007097482681274,0.5185197989145914,0.5575268963972727
Talia,S04,Dig,1F,0.7955474058787027,1.8965187867482503,1.1009713808695476,0.03514457742373156,0.5712111492951711,0.5360665718714396
Talia,S04,Dig,20F/HD,-0.5543287793795266,1.1364846030871074,1.690813382466634,0.03473218282063806,0.5471435785293579,0.5124113957087199
Talia,S05,Dig,10F/M,-0.5771878361701966,0.9168891112009684,1.494076947371165,-0.11211929718653363,0.479439119497935,0.5915584166844686
Talia,S05,Dig,10F/S,0.25610530376434326,0.8612090349197388,0.6051037311553955,-0.1637444992860158,0.4560619493325551,0.6198064486185709
Talia,S05,Dig,1F,0.20977270603179932,1.215168555577596,1.0053958495457966,-0.16543474793434143,0.5327247083187103,0.6981594562530518
Talia,S05,Dig,20F/HD,0.876107891400655,2.081426739692688,1.205318848292033,0.0944286584854126,0.6217569510142008,0.5273282925287882
Talia,S06,Dig,10F/M,-0.1081238786379497,0.99784916639328,1.1059730450312297,-0.027217249075571714,0.4986448685328166,0.5258621176083883
Talia,S06,Dig,10F/S,-0.51230255762736,0.8993061383565267,1.4116086959838867,-0.06298356254895532,0.46296027302742004,0.5259438355763754
Talia,S06,Dig,1F,-0.832813064257304,1.1061286926269531,1.938941756884257,-0.057057678699493464,0.4777604540189107,0.5348181327184042
Talia,S06,Dig,20F/HD,-0.0026508569717407227,1.4414478937784831,1.4440987507502239,-0.02747521797815955,0.5544063448905945,0.581881562868754
Talia,S07,Dig,10F/M,0.40572333335876465,1.5130379398663838,1.1073146065076191,0.07444748282432556,0.623115619023641,0.5486681361993154
Talia,S07,Dig,10F/S,0.5191835363705953,1.5060709714889526,0.9868874351183573,0.03104604283968615,0.6018672784169515,0.5708212355772654
Talia,S07,Dig,1F,1.3450029293696084,2.138511300086975,0.7935083707173666,0.10427924990653992,0.608144203821818,0.5038649539152781
Talia,S07,Dig,20F/HD,0.3434436321258545,1.5104605356852214,1.167016903559367,0.08856358130772912,0.6622206171353658,0.5736570358276367
Talia,S08,Dig,10F/M,0.5702900091807048,1.3498043815294902,0.7795143723487854,-0.023438096046447754,0.6355053583780924,0.6589434544245402
Talia,S08,Dig,10F/S,-0.22174593806266774,0.8092730244000753,1.031018962462743,0.17065708835919702,0.9090299805005392,0.7383728921413422
Talia,S08,Dig,1F,1.1001570920149486,2.2207269271214805,1.1205698351065319,0.07083839178085327,0.8034229278564453,0.732584536075592
Talia,S08,Dig,20F/HD,-0.6930402219295501,0.7906035681565603,1.4836437900861104,-0.19382254282633465,0.4734507004419963,0.6672732432683309
Talia,S09,Dig,10F/M,0.908360799153646,2.678520758946737,1.7701599597930908,0.141561766465505,0.7273054917653402,0.5857437252998352
Talia,S09,Dig,10F/S,0.8543028831481932,1.7719518740971882,0.917648990948995,0.18350881338119507,0.8171398838361105,0.6336310704549154
Talia,S09,Dig,1F,-0.35416368643442786,0.9734754959742228,1.3276391824086506,0.06031845013300574,0.7068123618761698,0.6464939117431641
Talia,S09,Dig,20F/HD,1.1025175650914512,1.9304593801498413,0.8279418150583903,0.26959904034932447,0.7788263360659281,0.5092272957166036
Talia,S10,Dig,10F/M,-0.12564128637313843,0.8641702731450399,0.9898115595181783,-0.0461043119430542,0.5517842173576355,0.5978885293006897
Talia,S10,Dig,10F/S,0.11196706692377734,1.2976292967796326,1.1856622298558552,0.01957039038340258,0.7044068773587545,0.6848364869753519
Talia,S10,Dig,1F,-0.21356338262557983,1.2334859371185303,1.44704931974411,0.09881218274434411,0.6678545673688253,0.5690423846244812
Talia,S10,Dig,20F/HD,0.4358609616756439,1.4567517240842183,1.0208907624085743,-0.0010926326115925367,0.5983519156773885,0.5994445482889811
Talia,S11,Dig,10F/M,-0.12064721186955762,0.9671795964241028,1.0878268082936604,0.07603396972020471,0.8562215566635132,0.7801875869433085
Talia,S11,Dig,10F/S,0.264593521753947,1.1354507605234783,0.8708572387695312,-0.07749611139297485,0.7811731894810995,0.8586693008740743
Talia,S11,Dig,1F,0.27238667011260986,1.4640385111172993,1.1916518410046895,-0.0412882765134176,0.746931254863739,0.7882195313771566
Talia,S11,Dig,20F/HD,-0.1263830065727234,1.3200063904126484,1.4463893969853718,0.08850439389546716,0.8569085597991943,0.7684041659037272
Talia,S12,Dig,10F/M,-0.054107586542765373,1.2285621960957844,1.2826697826385498,0.019823670387268066,0.6190204421679179,0.5991967717806498
Talia,S12,Dig,10F/S,0.7290665904680889,1.9633636871973674,1.2342970967292786,0.11271450916926073,0.7400527199109396,0.6273382107416788
Talia,S12,Dig,1F,-0.8069831132888792,1.3069832722345989,2.113966385523478,-0.21144318580627441,0.5830511649449667,0.7944943507512411
Talia,S12,Dig,20F/HD,-0.5512561798095704,0.9821796814600626,1.533435861269633,0.031203269958496094,0.6757731636365255,0.6445698936780294
Talia,S13,Dig,10F/M,0.21562067667643225,1.1015855272610982,0.8859648505846659,-0.02662646770477295,0.7887117266654968,0.8153381943702698
Talia,S13,Dig,10F/S,-0.22410404682159424,0.9708352088928223,1.1949392557144165,-0.09084167083104455,0.8234398166338602,0.9142814874649048
Talia,S13,Dig,1F,-0.26402290662129735,1.290664513905843,1.5546874205271404,0.1412801742553712,1.097171465555827,0.9558912913004557
Talia,S13,Dig,20F/HD,0.11181787649790431,1.589139421780904,1.4773215452829997,0.07580415407816565,0.9556470910708109,0.8798429369926453
Talia,S14,Dig,10F/M,-0.34090954065322876,1.050103485584259,1.3910130262374878,-0.1334613859653473,0.5459913710753123,0.6794527570406595
Talia,S14,Dig,10F/S,-0.06723618507385243,0.942610522111257,1.0098467071851094,-0.06176881988843286,0.548755019903183,0.6105238397916158
Talia,S14,Dig,1F,-0.7735912005106609,1.0094720125198364,1.7830632130304973,0.010711610317230225,0.607680082321167,0.5969684720039368
Talia,S14,Dig,20F/HD,0.6790030797322593,2.208064874013265,1.5290617942810059,0.09591597318649292,0.7835894227027893,0.6876734495162964
Talia,S15,Dig,10F/M,0.024296383062998528,1.1032143235206604,1.0789179404576619,-0.04871867100397742,0.6166473627090454,0.6653660337130228
Talia,S15,Dig,10F/S,-0.47350104649861646,0.9028654098510742,1.3763664563496907,-0.008411586284637451,0.6766414642333984,0.6850530505180359
Talia,S15,Dig,1F,0.10969996452331543,1.2105218768119812,1.1008219122886658,-0.025860528151194218,0.6389350891113281,0.6647956172625223
Talia,S15,Dig,20F/HD,0.1999270717302959,1.3168670535087585,1.1169399817784627,0.030257602532704708,0.6624664862950643,0.6322088837623596
